title,brand,model,storage_raw,ram_raw,condition,warranty,district,posted_date,price_raw
Oppo Oppo A92 128GB,Oppo,Oppo A92,128GB,6GB RAM,New,No,Gampaha,"Feb 22, 2025","Rs. 81,200"
Huawei Huawei P40 Lite 64GB (Warranty),Huawei,Huawei P40 Lite,64GB,6GB RAM,New,Yes,Batticaloa,"Nov 24, 2025","Rs. 212,300"
Realme Realme Narzo 50 128GB,Realme,Realme Narzo 50,128GB,6GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 46,700"
Xiaomi Redmi 10C 64GB,Xiaomi,Redmi 10C,64GB,6GB RAM,Used,No,Matara,3 weeks ago,"Rs. 115,900"
Apple iPhone 14 Pro 128GB (Warranty),Apple,iPhone 14 Pro,128GB,3GB RAM,Used,Yes,Jaffna,2 weeks ago,"Rs. 374,900"
Vivo Vivo Y75 32GB,Vivo,Vivo Y75,32GB,2GB RAM,Like New,No,Colombo,"Aug 26, 2025","Rs. 90,400"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,16GB RAM,Used,No,Unknown,2 weeks ago,"Rs. 444,500"
Motorola Moto E40 32GB,Motorola,Moto E40,32GB,4GB RAM,Like New,No,Polonnaruwa,2 days ago,"Rs. 77,800"
Other Tecno Pop 5 64GB (Warranty),Other,Tecno Pop 5,64GB,8GB RAM,Used,Yes,Kandy,2 weeks ago,"Rs. 20,800"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,8GB RAM,Like New,No,Batticaloa,2 weeks ago,"Rs. 184,300"
Samsung Galaxy A32 128GB (Warranty),Samsung,Galaxy A32,128GB,4GB RAM,Used,Yes,Gampaha,Today,"Rs. 148,000"
Xiaomi Redmi Note 10 64GB (Warranty),Xiaomi,Redmi Note 10,64GB,8GB RAM,Used,Yes,Kurunegala,"Jan 23, 2026","Rs. 115,300"
Motorola Moto G60 128GB,Motorola,Moto G60,128GB,4GB RAM,Used,No,Jaffna,4 days ago,"Rs. 52,900"
Xiaomi Redmi Note 10 256GB (Warranty),Xiaomi,Redmi Note 10,256GB,16GB RAM,Used,Yes,Gampaha,2 weeks ago,"Rs. 43,900"
Huawei Huawei P30 Pro 64GB (Warranty),Huawei,Huawei P30 Pro,64GB,6GB RAM,Like New,Yes,Kurunegala,"Feb 22, 2025","Rs. 130,300"
Apple iPhone 13 128GB,Apple,iPhone 13,128GB,4GB RAM,Used,No,Kalutara,3 weeks ago,"Rs. 371,700"
Redmi Redmi 9A 256GB (Warranty),Redmi,Redmi 9A,256GB,6GB RAM,Like New,Yes,Kurunegala,3 weeks ago,"Rs. 131,000"
Samsung Galaxy A12 64GB (Warranty),Samsung,Galaxy A12,64GB,3GB RAM,Like New,Yes,Jaffna,"Aug 26, 2025","Rs. 228,900"
Samsung Galaxy S21 256GB,Samsung,Galaxy S21,256GB,8GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 163,700"
Apple iPhone 15 128GB,Apple,iPhone 15,128GB,6GB RAM,New,No,Kalutara,"Jan 23, 2026","Rs. 239,600"
Oneplus OnePlus 10 Pro 128GB,Oneplus,OnePlus 10 Pro,128GB,3GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 220,000"
Samsung Galaxy S23 512GB,Samsung,Galaxy S23,512GB,8GB RAM,Used,No,Batticaloa,3 days ago,"Rs. 227,900"
Xiaomi Redmi Note 10 128GB (Warranty),Xiaomi,Redmi Note 10,128GB,6GB RAM,Used,Yes,Colombo,Today,"Rs. 39,300"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,3GB RAM,Used,No,Ratnapura,"Dec 24, 2025","Rs. 56,100"
Apple iPhone X 128GB,Apple,iPhone X,128GB,3GB RAM,Like New,No,Gampaha,3 weeks ago,"Rs. 400,600"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,3GB RAM,Used,No,Galle,"Nov 24, 2025","Rs. 54,700"
Samsung Galaxy A13 64GB (Warranty),Samsung,Galaxy A13,64GB,6GB RAM,Used,Yes,Colombo,"Feb 22, 2025","Rs. 162,400"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,4GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 224,000"
Nokia Nokia G20 256GB (Warranty),Nokia,Nokia G20,256GB,16GB RAM,Used,Yes,Matara,"Jan 23, 2026","Rs. 26,000"
Sony Sony Xperia 5 III 256GB,Sony,Sony Xperia 5 III,256GB,12GB RAM,Used,No,Kegalle,1 week ago,"Rs. 194,300"
Vivo Vivo Y53s 256GB,Vivo,Vivo Y53s,256GB,6GB RAM,Used,No,Puttalam,"Dec 24, 2025","Rs. 66,100"
Samsung Galaxy M32 64GB,Samsung,Galaxy M32,64GB,8GB RAM,Like New,No,Mullaitivu,Yesterday,"Rs. 175,700"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,6GB RAM,Used,No,Unknown,3 weeks ago,"Rs. 43,000"
Oneplus OnePlus 10 Pro 128GB (Warranty),Oneplus,OnePlus 10 Pro,128GB,4GB RAM,Used,Yes,Gampaha,6 days ago,"Rs. 55,100"
Realme Realme 9 128GB,Realme,Realme 9,128GB,4GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 34,100"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,4GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 281,000"
Apple iPhone 14 Pro 128GB (Warranty),Apple,iPhone 14 Pro,128GB,3GB RAM,New,Yes,Mullaitivu,"Jan 23, 2026","Rs. 191,800"
Samsung Galaxy A52 64GB,Samsung,Galaxy A52,64GB,4GB RAM,Used,No,Gampaha,1 week ago,"Rs. 187,800"
Vivo Vivo Y53s 128GB,Vivo,Vivo Y53s,128GB,3GB RAM,Used,No,Matale,1 week ago,"Rs. 75,100"
Realme Realme C25 128GB,Realme,Realme C25,128GB,4GB RAM,Like New,No,Kurunegala,1 week ago,"Rs. 71,500"
Apple iPhone 14 Pro 512GB,Apple,iPhone 14 Pro,512GB,6GB RAM,Used,No,Kurunegala,6 days ago,"Rs. 232,000"
Realme Realme C30 64GB (Warranty),Realme,Realme C30,64GB,8GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 15,300"
Samsung Galaxy A72 256GB (Warranty),Samsung,Galaxy A72,256GB,6GB RAM,Like New,Yes,Anuradhapura,3 days ago,"Rs. 144,300"
Samsung Galaxy A52 128GB (Warranty),Samsung,Galaxy A52,128GB,6GB RAM,Used,Yes,Kandy,2 weeks ago,"Rs. 182,100"
Xiaomi Mi 11 Lite 128GB (Warranty),Xiaomi,Mi 11 Lite,128GB,6GB RAM,Used,Yes,Colombo,6 days ago,"Rs. 105,300"
Apple iPhone XR 64GB,Apple,iPhone XR,64GB,8GB RAM,Used,No,Jaffna,"Feb 22, 2025","Rs. 180,100"
Xiaomi Poco X3 128GB,Xiaomi,Poco X3,128GB,4GB RAM,Like New,No,Galle,1 week ago,"Rs. 28,100"
Apple iPhone 14 Pro 256GB (Warranty),Apple,iPhone 14 Pro,256GB,6GB RAM,Like New,Yes,Gampaha,1 week ago,"Rs. 516,100"
Apple iPhone 15 256GB (Warranty),Apple,iPhone 15,256GB,8GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 346,800"
Oppo Oppo A74 256GB,Oppo,Oppo A74,256GB,12GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 72,900"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,3GB RAM,Used,No,Kurunegala,2 weeks ago,"Rs. 287,100"
Samsung Galaxy M32 256GB (Warranty),Samsung,Galaxy M32,256GB,6GB RAM,Used,Yes,Colombo,1 week ago,"Rs. 170,200"
Xiaomi Mi 11 Lite 128GB,Xiaomi,Mi 11 Lite,128GB,6GB RAM,Used,No,Puttalam,"Jan 23, 2026","Rs. 129,900"
Oppo Oppo A92 256GB,Oppo,Oppo A92,256GB,8GB RAM,Used,No,Gampaha,2 days ago,"Rs. 62,500"
Redmi Redmi 12 64GB,Redmi,Redmi 12,64GB,3GB RAM,Used,No,Badulla,"Feb 22, 2025","Rs. 43,800"
Huawei Huawei P30 Pro 64GB (Warranty),Huawei,Huawei P30 Pro,64GB,6GB RAM,Used,Yes,Kilinochchi,3 weeks ago,"Rs. 52,400"
Oppo Oppo Reno 5 128GB,Oppo,Oppo Reno 5,128GB,4GB RAM,Like New,No,Colombo,Today,"Rs. 121,600"
Samsung Galaxy A72 64GB,Samsung,Galaxy A72,64GB,4GB RAM,Like New,No,Trincomalee,3 weeks ago,"Rs. 177,400"
Xiaomi Mi 11 Lite 128GB,Xiaomi,Mi 11 Lite,128GB,6GB RAM,Like New,No,Colombo,2 weeks ago,"Rs. 140,800"
Oppo Oppo A74 64GB,Oppo,Oppo A74,64GB,8GB RAM,Used,No,Ampara,2 weeks ago,"Rs. 105,700"
Realme Realme Narzo 50 128GB,Realme,Realme Narzo 50,128GB,6GB RAM,Used,No,Ratnapura,"Nov 24, 2025","Rs. 66,700"
Realme Realme Narzo 50 64GB,Realme,Realme Narzo 50,64GB,4GB RAM,Used,No,Matara,1 week ago,"Rs. 32,300"
Oppo Oppo A54 64GB,Oppo,Oppo A54,64GB,6GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 67,400"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,12GB RAM,Like New,No,Kandy,"Jan 23, 2026","Rs. 239,300"
Redmi Redmi 9A 128GB (Warranty),Redmi,Redmi 9A,128GB,6GB RAM,Used,Yes,Kandy,3 weeks ago,"Rs. 67,600"
Nokia Nokia G20 128GB,Nokia,Nokia G20,128GB,4GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 18,600"
Samsung Galaxy A72 128GB,Samsung,Galaxy A72,128GB,4GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 39,400"
Apple iPhone SE 64GB,Apple,iPhone SE,64GB,8GB RAM,Used,No,Unknown,2 weeks ago,"Rs. 429,200"
Samsung Galaxy A72 64GB,Samsung,Galaxy A72,64GB,4GB RAM,Used,No,Badulla,Today,"Rs. 159,000"
Vivo Vivo Y21s 128GB,Vivo,Vivo Y21s,128GB,3GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 59,500"
Samsung Galaxy A32 512GB,Samsung,Galaxy A32,512GB,8GB RAM,Used,No,Kalutara,"Dec 24, 2025","Rs. 64,100"
Samsung Galaxy A72 64GB,Samsung,Galaxy A72,64GB,6GB RAM,Like New,No,Unknown,3 days ago,"Rs. 211,000"
Huawei Huawei Mate 30 64GB,Huawei,Huawei Mate 30,64GB,6GB RAM,New,No,Kandy,5 days ago,"Rs. 243,800"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,4GB RAM,New,No,Colombo,1 week ago,"Rs. 148,100"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,6GB RAM,Used,No,Galle,"Dec 24, 2025","Rs. 36,300"
Apple iPhone 13 128GB,Apple,iPhone 13,128GB,3GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 339,200"
Nokia Nokia G10 128GB,Nokia,Nokia G10,128GB,4GB RAM,Used,No,Unknown,Yesterday,"Rs. 36,100"
Apple iPhone 13 64GB,Apple,iPhone 13,64GB,3GB RAM,Like New,No,Ratnapura,3 weeks ago,"Rs. 249,300"
Xiaomi Redmi 10C 64GB,Xiaomi,Redmi 10C,64GB,4GB RAM,Used,No,Batticaloa,3 weeks ago,"Rs. 58,100"
Redmi Redmi 9A 64GB,Redmi,Redmi 9A,64GB,4GB RAM,New,No,Gampaha,"Aug 26, 2025","Rs. 29,100"
Oppo Oppo A57 128GB (Warranty),Oppo,Oppo A57,128GB,3GB RAM,Like New,Yes,Colombo,"Feb 22, 2025","Rs. 75,100"
Realme Realme GT Neo 2 64GB (Warranty),Realme,Realme GT Neo 2,64GB,4GB RAM,Like New,Yes,Jaffna,2 days ago,"Rs. 95,800"
Xiaomi Poco M4 Pro 128GB,Xiaomi,Poco M4 Pro,128GB,4GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 90,000"
Samsung Galaxy A72 256GB,Samsung,Galaxy A72,256GB,12GB RAM,Used,No,Jaffna,Today,"Rs. 288,800"
Samsung Galaxy A52 64GB (Warranty),Samsung,Galaxy A52,64GB,8GB RAM,Used,Yes,Matara,"Dec 24, 2025","Rs. 84,300"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,6GB RAM,Used,No,Anuradhapura,Today,"Rs. 84,800"
Samsung Galaxy S23 256GB,Samsung,Galaxy S23,256GB,12GB RAM,Used,No,Kandy,2 weeks ago,"Rs. 117,100"
Realme Realme GT Neo 2 128GB,Realme,Realme GT Neo 2,128GB,4GB RAM,Used,No,Trincomalee,4 days ago,"Rs. 76,600"
Apple iPhone 14 Pro 64GB,Apple,iPhone 14 Pro,64GB,4GB RAM,Used,No,Colombo,1 week ago,"Rs. 292,900"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,3GB RAM,Used,No,Kandy,Yesterday,"Rs. 270,600"
Sony Sony Xperia 5 III 128GB (Warranty),Sony,Sony Xperia 5 III,128GB,6GB RAM,Used,Yes,Kurunegala,3 weeks ago,"Rs. 136,200"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,4GB RAM,New,No,Gampaha,1 week ago,"Rs. 341,700"
Samsung Galaxy A72 64GB (Warranty),Samsung,Galaxy A72,64GB,8GB RAM,Used,Yes,Colombo,2 days ago,"Rs. 133,600"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,8GB RAM,Used,No,Gampaha,2 days ago,"Rs. 67,900"
Oppo Oppo A54 64GB (Warranty),Oppo,Oppo A54,64GB,6GB RAM,Used,Yes,Mannar,2 weeks ago,"Rs. 21,200"
Samsung Galaxy A52 32GB (Warranty),Samsung,Galaxy A52,32GB,2GB RAM,Used,Yes,Gampaha,3 weeks ago,"Rs. 193,200"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,6GB RAM,Used,No,Badulla,"Jan 23, 2026","Rs. 19,800"
Realme Realme 8 512GB (Warranty),Realme,Realme 8,512GB,6GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 95,100"
Apple iPhone XR 128GB,Apple,iPhone XR,128GB,6GB RAM,Used,No,Kandy,2 weeks ago,"Rs. 426,900"
Samsung Galaxy S23 256GB,Samsung,Galaxy S23,256GB,6GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 191,100"
Apple iPhone 13 256GB (Warranty),Apple,iPhone 13,256GB,12GB RAM,Used,Yes,Galle,Today,"Rs. 263,800"
Vivo Vivo Y53s 128GB,Vivo,Vivo Y53s,128GB,4GB RAM,New,No,Kalutara,4 days ago,"Rs. 70,800"
Realme Realme 8 128GB,Realme,Realme 8,128GB,4GB RAM,Used,No,Gampaha,3 days ago,"Rs. 34,400"
Samsung Galaxy A23 256GB (Warranty),Samsung,Galaxy A23,256GB,16GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 263,500"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,4GB RAM,Like New,No,Kurunegala,"Dec 24, 2025","Rs. 31,900"
Xiaomi Redmi 10C 128GB (Warranty),Xiaomi,Redmi 10C,128GB,3GB RAM,New,Yes,Kandy,1 week ago,"Rs. 130,000"
Samsung Galaxy A23 128GB (Warranty),Samsung,Galaxy A23,128GB,4GB RAM,Used,Yes,Gampaha,4 days ago,"Rs. 251,600"
Nokia Nokia G20 32GB (Warranty),Nokia,Nokia G20,32GB,3GB RAM,New,Yes,Puttalam,"Nov 24, 2025","Rs. 63,200"
Samsung Galaxy A32 128GB (Warranty),Samsung,Galaxy A32,128GB,4GB RAM,New,Yes,Kandy,"Dec 24, 2025","Rs. 262,200"
Samsung Galaxy M32 512GB (Warranty),Samsung,Galaxy M32,512GB,8GB RAM,New,Yes,Gampaha,"Jan 23, 2026","Rs. 140,900"
Apple iPhone 15 64GB (Warranty),Apple,iPhone 15,64GB,6GB RAM,Used,Yes,Trincomalee,"Jan 23, 2026","Rs. 146,100"
Samsung Galaxy A13 64GB,Samsung,Galaxy A13,64GB,4GB RAM,New,No,Jaffna,6 days ago,"Rs. 402,900"
Apple iPhone 15 256GB,Apple,iPhone 15,256GB,12GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 240,900"
Realme Realme GT Neo 2 32GB (Warranty),Realme,Realme GT Neo 2,32GB,2GB RAM,Like New,Yes,Hambantota,3 weeks ago,"Rs. 43,200"
Huawei Huawei P40 Lite 128GB,Huawei,Huawei P40 Lite,128GB,6GB RAM,Used,No,Puttalam,1 week ago,"Rs. 76,300"
Oneplus OnePlus 9 128GB,Oneplus,OnePlus 9,128GB,6GB RAM,Used,No,Matale,"Feb 22, 2025","Rs. 95,700"
Oppo Oppo Reno 5 256GB,Oppo,Oppo Reno 5,256GB,6GB RAM,Like New,No,Colombo,5 days ago,"Rs. 52,300"
Oppo Oppo A57 256GB,Oppo,Oppo A57,256GB,8GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 77,500"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,6GB RAM,Used,No,Colombo,4 days ago,"Rs. 179,100"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,4GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 140,600"
Huawei Huawei Y7a 128GB,Huawei,Huawei Y7a,128GB,4GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 47,800"
Oppo Oppo F19 128GB,Oppo,Oppo F19,128GB,8GB RAM,Used,No,Puttalam,"Nov 24, 2025","Rs. 51,800"
Huawei Huawei P30 Pro 128GB (Warranty),Huawei,Huawei P30 Pro,128GB,3GB RAM,New,Yes,Galle,"Aug 26, 2025","Rs. 222,100"
Oppo Oppo A16 64GB (Warranty),Oppo,Oppo A16,64GB,8GB RAM,Used,Yes,Colombo,5 days ago,"Rs. 38,200"
Oppo Oppo A74 512GB,Oppo,Oppo A74,512GB,8GB RAM,Like New,No,Kegalle,"Aug 26, 2025","Rs. 36,500"
Samsung Galaxy S22 128GB (Warranty),Samsung,Galaxy S22,128GB,6GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 189,500"
Apple iPhone XR 128GB (Warranty),Apple,iPhone XR,128GB,6GB RAM,New,Yes,Kurunegala,2 days ago,"Rs. 287,300"
Xiaomi Mi 11 Lite 256GB,Xiaomi,Mi 11 Lite,256GB,6GB RAM,Used,No,Kandy,4 days ago,"Rs. 70,800"
Samsung Galaxy S22 256GB (Warranty),Samsung,Galaxy S22,256GB,8GB RAM,Used,Yes,Kegalle,"Aug 26, 2025","Rs. 35,000"
Realme Realme C25 64GB,Realme,Realme C25,64GB,6GB RAM,Like New,No,Mullaitivu,5 days ago,"Rs. 42,400"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,6GB RAM,Used,No,Ampara,"Dec 24, 2025","Rs. 198,800"
Nokia Nokia G20 128GB,Nokia,Nokia G20,128GB,3GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 48,400"
Nokia Nokia G20 64GB (Warranty),Nokia,Nokia G20,64GB,4GB RAM,New,Yes,Gampaha,"Nov 24, 2025","Rs. 47,600"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,4GB RAM,Used,No,Mannar,3 weeks ago,"Rs. 53,800"
Samsung Galaxy M32 64GB (Warranty),Samsung,Galaxy M32,64GB,3GB RAM,Used,Yes,Trincomalee,5 days ago,"Rs. 86,600"
Samsung Galaxy A53 64GB (Warranty),Samsung,Galaxy A53,64GB,4GB RAM,Used,Yes,Trincomalee,Today,"Rs. 242,100"
Apple iPhone 13 Pro 256GB (Warranty),Apple,iPhone 13 Pro,256GB,16GB RAM,Like New,Yes,Gampaha,"Aug 26, 2025","Rs. 531,300"
Huawei Huawei P30 Pro 128GB,Huawei,Huawei P30 Pro,128GB,6GB RAM,Like New,No,Colombo,3 weeks ago,"Rs. 178,600"
Oppo Oppo A16 64GB,Oppo,Oppo A16,64GB,6GB RAM,Used,No,Gampaha,1 week ago,"Rs. 39,700"
Oppo Oppo A57 64GB (Warranty),Oppo,Oppo A57,64GB,3GB RAM,Like New,Yes,Batticaloa,"Nov 24, 2025","Rs. 85,900"
Vivo Vivo V21 128GB,Vivo,Vivo V21,128GB,4GB RAM,New,No,Jaffna,"Jan 23, 2026","Rs. 144,200"
Realme Realme C25 128GB (Warranty),Realme,Realme C25,128GB,4GB RAM,Used,Yes,Nuwara Eliya,"Dec 24, 2025","Rs. 54,400"
Motorola Moto G60 64GB (Warranty),Motorola,Moto G60,64GB,4GB RAM,Like New,Yes,Kurunegala,"Aug 26, 2025","Rs. 76,700"
Motorola Moto G30 64GB,Motorola,Moto G30,64GB,4GB RAM,Like New,No,Hambantota,2 weeks ago,"Rs. 56,900"
Apple iPhone XS Max 128GB (Warranty),Apple,iPhone XS Max,128GB,8GB RAM,Used,Yes,Galle,"Aug 26, 2025","Rs. 212,600"
Samsung Galaxy A12 256GB,Samsung,Galaxy A12,256GB,6GB RAM,New,No,Unknown,"Aug 26, 2025","Rs. 457,500"
Apple iPhone 12 128GB,Apple,iPhone 12,128GB,6GB RAM,Used,No,Colombo,1 week ago,"Rs. 370,600"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,6GB RAM,Used,No,Badulla,2 weeks ago,"Rs. 409,900"
Apple iPhone 14 512GB,Apple,iPhone 14,512GB,12GB RAM,Like New,No,Colombo,Today,"Rs. 544,700"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,3GB RAM,Used,No,Colombo,Today,"Rs. 245,100"
Xiaomi Redmi Note 12 256GB (Warranty),Xiaomi,Redmi Note 12,256GB,16GB RAM,Used,Yes,Gampaha,4 days ago,"Rs. 173,600"
Sony Sony Xperia 1 III 64GB,Sony,Sony Xperia 1 III,64GB,4GB RAM,New,No,Colombo,3 weeks ago,"Rs. 58,700"
Samsung Galaxy M12 64GB (Warranty),Samsung,Galaxy M12,64GB,4GB RAM,Used,Yes,Anuradhapura,"Dec 24, 2025","Rs. 28,600"
Oppo Oppo Reno 5 128GB (Warranty),Oppo,Oppo Reno 5,128GB,3GB RAM,Used,Yes,Colombo,"Dec 24, 2025","Rs. 19,500"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,6GB RAM,Used,No,Gampaha,"Nov 24, 2025","Rs. 78,000"
Redmi Redmi Note 9 128GB,Redmi,Redmi Note 9,128GB,8GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 86,600"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,8GB RAM,Like New,No,Colombo,Yesterday,"Rs. 202,400"
Vivo Vivo Y20 256GB (Warranty),Vivo,Vivo Y20,256GB,8GB RAM,Used,Yes,Gampaha,Today,"Rs. 113,800"
Samsung Galaxy M12 128GB (Warranty),Samsung,Galaxy M12,128GB,6GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 191,500"
Apple iPhone 14 256GB (Warranty),Apple,iPhone 14,256GB,16GB RAM,Used,Yes,Kalutara,1 week ago,"Rs. 138,900"
Nokia Nokia 3.4 128GB,Nokia,Nokia 3.4,128GB,6GB RAM,Like New,No,Matara,Yesterday,"Rs. 73,500"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,8GB RAM,Used,No,Ratnapura,"Nov 24, 2025","Rs. 330,100"
Vivo Vivo Y21s 128GB,Vivo,Vivo Y21s,128GB,4GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 22,900"
Nokia Nokia G10 128GB (Warranty),Nokia,Nokia G10,128GB,4GB RAM,Used,Yes,Anuradhapura,1 week ago,"Rs. 35,900"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Ampara,"Aug 26, 2025","Rs. 69,100"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,4GB RAM,Used,No,Jaffna,1 week ago,"Rs. 185,300"
Xiaomi Redmi Note 12 128GB (Warranty),Xiaomi,Redmi Note 12,128GB,4GB RAM,Used,Yes,Kandy,"Nov 24, 2025","Rs. 79,200"
Apple iPhone SE 256GB,Apple,iPhone SE,256GB,6GB RAM,Used,No,Galle,"Nov 24, 2025","Rs. 395,400"
Motorola Moto G60 128GB (Warranty),Motorola,Moto G60,128GB,4GB RAM,Used,Yes,Ampara,"Nov 24, 2025","Rs. 34,400"
Vivo Vivo Y75 128GB,Vivo,Vivo Y75,128GB,6GB RAM,Like New,No,Jaffna,5 days ago,"Rs. 67,000"
Samsung Galaxy A23 128GB,Samsung,Galaxy A23,128GB,3GB RAM,Like New,No,Ampara,"Dec 24, 2025","Rs. 143,800"
Samsung Galaxy A53 64GB,Samsung,Galaxy A53,64GB,8GB RAM,Used,No,Trincomalee,"Dec 24, 2025","Rs. 45,800"
Nokia Nokia G10 64GB,Nokia,Nokia G10,64GB,6GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 7,700"
Vivo Vivo Y75 256GB,Vivo,Vivo Y75,256GB,12GB RAM,Used,No,Kegalle,4 days ago,"Rs. 77,900"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,4GB RAM,Like New,No,Ratnapura,"Dec 24, 2025","Rs. 111,300"
Samsung Galaxy S21 512GB,Samsung,Galaxy S21,512GB,8GB RAM,Used,No,Matara,"Dec 24, 2025","Rs. 119,200"
Vivo Vivo Y75 128GB,Vivo,Vivo Y75,128GB,4GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 88,300"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 70,900"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,6GB RAM,Like New,No,Colombo,3 days ago,"Rs. 87,100"
Apple iPhone 12 Pro 512GB,Apple,iPhone 12 Pro,512GB,8GB RAM,Used,No,Trincomalee,5 days ago,"Rs. 308,700"
Redmi Redmi 12 256GB,Redmi,Redmi 12,256GB,12GB RAM,Used,No,Trincomalee,"Nov 24, 2025","Rs. 42,700"
Oppo Oppo Reno 5 64GB,Oppo,Oppo Reno 5,64GB,8GB RAM,New,No,Kurunegala,Today,"Rs. 57,700"
Motorola Moto G60 256GB (Warranty),Motorola,Moto G60,256GB,12GB RAM,Used,Yes,Galle,"Jan 23, 2026","Rs. 71,100"
Oneplus OnePlus Nord CE 128GB (Warranty),Oneplus,OnePlus Nord CE,128GB,8GB RAM,Used,Yes,Jaffna,2 days ago,"Rs. 50,600"
Apple iPhone 13 Pro 64GB,Apple,iPhone 13 Pro,64GB,4GB RAM,New,No,Kegalle,"Jan 23, 2026","Rs. 487,800"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,4GB RAM,Used,Yes,Gampaha,5 days ago,"Rs. 32,300"
Samsung Galaxy A23 128GB,Samsung,Galaxy A23,128GB,4GB RAM,Like New,No,Gampaha,1 week ago,"Rs. 355,200"
Redmi Redmi 9C 512GB,Redmi,Redmi 9C,512GB,12GB RAM,New,No,Anuradhapura,2 weeks ago,"Rs. 156,200"
Oneplus OnePlus Nord CE 128GB,Oneplus,OnePlus Nord CE,128GB,6GB RAM,Used,No,Jaffna,Today,"Rs. 135,200"
Realme Realme Narzo 50 128GB (Warranty),Realme,Realme Narzo 50,128GB,4GB RAM,Used,Yes,Colombo,3 weeks ago,"Rs. 90,700"
Xiaomi Redmi Note 10 128GB,Xiaomi,Redmi Note 10,128GB,4GB RAM,Used,No,Anuradhapura,"Nov 24, 2025","Rs. 45,900"
